latitude,longitude
37.61859345,-122.42466021
37.61914351,-122.42497792
37.61967004,-122.42532158
37.62020129,-122.42566291
37.62073189,-122.42600041
37.62124529,-122.42638463
37.62175245,-122.42672393
37.62226342,-122.42705234
37.62276497,-122.42739083
37.62324581,-122.42772037
37.62374434,-122.42806249
37.62425309,-122.42837191
37.62475901,-122.42868851
37.62522004,-122.42900731
37.62567788,-122.42935356
37.6261573,-122.42976095
37.62660386,-122.43016757
37.62705079,-122.43061791
37.62748084,-122.43108778
37.62789522,-122.43157499
37.62828637,-122.43207485
37.59849513,-122.42199835
37.59893353,-122.42253614
37.59935669,-122.42305782
37.59979553,-122.42356167
37.6002187,-122.42407788
37.60061643,-122.42458335
37.60104457,-122.42509121
37.60146115,-122.42559372
37.60189788,-122.42606518
37.6023755,-122.42649857
37.60288427,-122.4268811
37.60338638,-122.42718994
37.60390189,-122.42745567
37.60445165,-122.4276914
37.60499308,-122.42786637
37.6055977,-122.42797892
37.60612461,-122.42799979
37.60667918,-122.42797751
37.60723857,-122.42790633
37.60779335,-122.42778761
37.60836337,-122.42764905
37.60892386,-122.42746365
37.60947117,-122.4272519
37.610009,-122.42701738
37.61053595,-122.42675048
37.61107075,-122.42644121
37.61159373,-122.42608346
37.6121082,-122.42570516
37.61261978,-122.42532126
37.61313377,-122.42494752
37.5709557,-122.39701223
37.57141271,-122.39744254
37.57186406,-122.39786857
37.57230976,-122.39830427
37.57277446,-122.39874501
37.57323376,-122.39919663
37.57372077,-122.39963232
37.57422546,-122.4000277
37.57475253,-122.40034108
37.5752803,-122.40060216
37.57582575,-122.40082526
37.57641269,-122.4010613
37.57691858,-122.40127816
37.57743639,-122.4015016
37.5780329,-122.40174413
37.57858126,-122.40200438
37.57915115,-122.4023123
37.57973598,-122.40267307
37.58021146,-122.40303102
37.58071098,-122.40340362
37.58119405,-122.40378355
37.58165423,-122.40412572
37.58209772,-122.40447233
37.58254363,-122.40481333
37.58299367,-122.40516934
37.58342381,-122.40555703
37.58386094,-122.40596147
37.58427563,-122.40637608
37.58468219,-122.40680469
37.58507092,-122.40727636
37.7206923,-122.47231268
37.72105323,-122.47230765
37.72142901,-122.47228486
37.72181814,-122.47225441
37.72218446,-122.47223334
37.72255569,-122.472212
37.72293688,-122.47219646
37.72331984,-122.47217048
37.72372513,-122.4721638
37.72410092,-122.47214474
37.72446501,-122.47214088
37.72483854,-122.47211674
37.72518353,-122.4720897
37.72556977,-122.47206253
37.72597044,-122.47204941
37.72632482,-122.47202232
37.72669934,-122.47201894
37.72706656,-122.47198238
37.72744723,-122.47195416
37.72782568,-122.47193949
37.72818408,-122.47191278
37.72856689,-122.47189401
37.72896292,-122.47188365
37.72930463,-122.47185931
37.72970144,-122.47183722
37.73005224,-122.47181163
37.73036779,-122.47179559
37.73061465,-122.47175269
37.73072858,-122.47173825
37.73066215,-122.47175548
37.71029722,-122.47102976
37.71068472,-122.47103237
37.7110492,-122.47103921
37.71139332,-122.47103053
37.7117531,-122.47104651
37.71207839,-122.47107283
37.71239882,-122.47110306
37.71274007,-122.47115295
37.71309318,-122.47121735
37.71346338,-122.47129516
37.71385522,-122.47139682
37.71425497,-122.47151043
37.71466026,-122.47164923
37.71508541,-122.47180659
37.71548732,-122.47196105
37.71583179,-122.47209524
37.71614411,-122.47220679
37.71633757,-122.47225859
37.71649703,-122.47229749
37.71660522,-122.47232299
37.7165959,-122.4723103
37.71659796,-122.47230776
37.71658828,-122.47230495
37.71658948,-122.47230652
37.71659131,-122.47230586
37.71659187,-122.47230563
37.71659079,-122.4723017
37.71659024,-122.47230096
37.7165905,-122.47230077
37.71659052,-122.47230074
37.64171265,-122.44376504
37.64207843,-122.44416319
37.64241805,-122.44458523
37.64277565,-122.44506071
37.64309949,-122.4455776
37.64339504,-122.44609902
37.64366906,-122.44663345
37.64396697,-122.44718991
37.64426634,-122.4477373
37.64459661,-122.44829098
37.64494474,-122.44878592
37.64535221,-122.44923469
37.64578066,-122.44964128
37.64624236,-122.44998762
37.64673214,-122.45028697
37.64722032,-122.45057306
37.64767975,-122.45086038
37.64812959,-122.45115018
37.64858004,-122.45142225
37.64903032,-122.45169315
37.64948796,-122.45195417
37.64992254,-122.45221727
37.65037859,-122.45249294
37.65081476,-122.45274891
37.65124212,-122.45305719
37.65167171,-122.45341897
37.65205083,-122.45380165
37.65241233,-122.45419939
37.65274547,-122.45461899
37.65308526,-122.45505091
37.62867914,-122.43258368
37.62908189,-122.43309973
37.62946276,-122.43361238
37.62985565,-122.43412468
37.63023729,-122.43463939
37.6306269,-122.43514234
37.63100324,-122.43564284
37.63139123,-122.43613042
37.63177574,-122.4365782
37.63219459,-122.43700634
37.63263298,-122.43740388
37.63309121,-122.43776099
37.63355578,-122.43809302
37.63402515,-122.43836977
37.63452216,-122.43863036
37.6350211,-122.43887236
37.63541304,-122.43905814
37.63596741,-122.43931486
37.6365382,-122.43958538
37.63704129,-122.43984612
37.63750992,-122.44013005
37.63796947,-122.44044977
37.63841511,-122.44082581
37.63883677,-122.4412011
37.63925922,-122.44158089
37.63968291,-122.44194958
37.64010301,-122.44232628
37.64053198,-122.44268922
37.64094403,-122.44306239
37.6413241,-122.44341134
37.71659055,-122.47230068
37.71659053,-122.47230055
37.71659054,-122.47230051
37.71659066,-122.47230044
37.71659071,-122.47230037
37.71659075,-122.47230036
37.71659073,-122.47230032
37.7165907,-122.47230028
37.71659068,-122.47230024
37.71659065,-122.47230019
37.7165907,-122.47230048
37.71659073,-122.47230057
37.71659081,-122.47230057
37.71659081,-122.4723006
37.71659077,-122.47230064
37.71659079,-122.47230082
37.71661349,-122.47230803
37.71670025,-122.47232924
37.7168366,-122.47235815
37.7170395,-122.47241217
37.7172922,-122.4724562
37.71756916,-122.47244309
37.71782749,-122.47241846
37.71822318,-122.472425
37.71858264,-122.47242134
37.71891697,-122.47240087
37.71927591,-122.4723775
37.71965036,-122.47236404
37.72000721,-122.47234439
37.72037202,-122.47233255
37.65690176,-122.46041093
37.65651927,-122.45996613
37.6561674,-122.45946403
37.65583633,-122.45897457
37.65552062,-122.4584653
37.65517185,-122.45799149
37.65479705,-122.45752573
37.65442608,-122.45707284
37.65404992,-122.45659799
37.65366406,-122.45615485
37.65331283,-122.4556771
37.65296505,-122.455207
37.65256809,-122.45473746
37.65212867,-122.45433997
37.65172701,-122.45395097
37.65131127,-122.45357317
37.65093549,-122.45324433
37.65047958,-122.45295314
37.65004224,-122.4526476
37.64958083,-122.4523696
37.64909505,-122.4520957
37.64863436,-122.45181207
37.64818255,-122.45151879
37.64767047,-122.45124781
37.64724134,-122.45096485
37.64679788,-122.45062431
37.64633928,-122.45030018
37.64589684,-122.4499736
37.64545395,-122.4496046
37.64507378,-122.44915019
37.68440178,-122.47165487
37.68384127,-122.47171016
37.68329292,-122.47172788
37.68277507,-122.47173745
37.6823312,-122.47174093
37.68184845,-122.47180267
37.68128746,-122.471802
37.68077272,-122.47188593
37.6802418,-122.47194441
37.67970918,-122.47197144
37.67919243,-122.47198399
37.6787999,-122.47178599
37.67830245,-122.47166471
37.67779796,-122.47147756
37.67735831,-122.4712667
37.67686571,-122.47102167
37.67635075,-122.47082766
37.67587252,-122.47046061
37.6754467,-122.47021149
37.67500817,-122.46983248
37.67458567,-122.46950026
37.67420578,-122.4691631
37.67386397,-122.46883791
37.67353192,-122.46855375
37.67314692,-122.46827241
37.67281519,-122.46798051
37.67235825,-122.46774852
37.67196779,-122.46743288
37.67153579,-122.46716679
37.6711064,-122.46690232
37.71343001,-122.47134229
37.71296228,-122.4712451
37.71255298,-122.47110248
37.71205303,-122.47111491
37.711588,-122.47113672
37.71097494,-122.47112435
37.71056164,-122.47109786
37.71009977,-122.47112972
37.70965955,-122.47111665
37.70923857,-122.47112828
37.70884914,-122.47109582
37.70834972,-122.47117177
37.70782705,-122.47125257
37.70729802,-122.47134597
37.70685621,-122.47140898
37.70641229,-122.47150902
37.7059795,-122.47163512
37.70545319,-122.47166445
37.7050216,-122.47172499
37.70462947,-122.47179882
37.70422878,-122.47182476
37.7036447,-122.47179873
37.70311482,-122.47176996
37.70258048,-122.47175534
37.70214285,-122.47171941
37.70168883,-122.47175267
37.70123947,-122.47176519
37.70079431,-122.47170775
37.70033837,-122.47171043
37.69986583,-122.47169343
37.6994412,-122.47165681
37.6989642,-122.47159922
37.69847311,-122.47154532
37.69801561,-122.47151562
37.6975746,-122.47143594
37.6970859,-122.47132335
37.69656281,-122.47123136
37.69594558,-122.47096664
37.69547102,-122.4708035
37.69497116,-122.47067231
37.69445772,-122.47063591
37.69394797,-122.47062583
37.69342643,-122.47058749
37.69292399,-122.47054641
37.6924137,-122.47051278
37.69188263,-122.47049622
37.69133785,-122.4705073
37.69084681,-122.47048305
37.69031491,-122.47053465
37.68977658,-122.47056752
37.68931676,-122.47059396
37.68883034,-122.47072258
37.68830633,-122.47096054
37.68782255,-122.47113882
37.68730513,-122.47130669
37.68604392,-122.47153519
37.68548717,-122.47155192
37.68497344,-122.47158233
37.64467138,-122.44870945
37.64430951,-122.44814609
37.64401723,-122.44763799
37.64370264,-122.44718037
37.64339454,-122.44667722
37.64311889,-122.44619135
37.64277126,-122.44574018
37.6424989,-122.4453237
37.64221461,-122.44490553
37.6418932,-122.44455059
37.64159076,-122.44414032
37.64121505,-122.44380796
37.64081214,-122.44344511
37.64047477,-122.44305083
37.64005839,-122.44268671
37.63961363,-122.44227931
37.63921353,-122.44186055
37.63883763,-122.44150086
37.63847757,-122.44128505
37.63803725,-122.44093279
37.63777968,-122.44063678
37.63745318,-122.44038819
37.63712388,-122.4401727
37.63676416,-122.43993667
37.63640106,-122.4397674
37.63601555,-122.43958937
37.63564871,-122.43940516
37.6352357,-122.43918105
37.63484492,-122.4389414
37.63443129,-122.43874186
37.72147702,-122.47247509
37.72126654,-122.47251172
37.72098951,-122.47254678
37.7207315,-122.47260871
37.72047153,-122.47263897
37.720174,-122.4726269
37.71989743,-122.47263533
37.7196654,-122.47267767
37.71935023,-122.4727762
37.71914344,-122.47278872
37.71890868,-122.4727976
37.71867914,-122.47283745
37.71841712,-122.47285543
37.71822477,-122.47282786
37.71801812,-122.47280972
37.71781354,-122.47284377
37.71762689,-122.47279543
37.71739217,-122.47277343
37.71718252,-122.47277761
37.71690956,-122.47273799
37.71671503,-122.47265642
37.71650386,-122.47260555
37.71617451,-122.47242518
37.71594474,-122.47233599
37.71567002,-122.47223273
37.71528633,-122.47206532
37.71490879,-122.4719357
37.71447519,-122.47174713
37.71419074,-122.47162335
37.71380163,-122.47147464
37.72454242,-122.47229091
37.72404894,-122.47224762
37.72378675,-122.47228331
37.72349226,-122.47230412
37.72325486,-122.47237177
37.72292551,-122.47234474
37.72268093,-122.47236278
37.72259765,-122.47246142
37.72238916,-122.47247882
37.72216498,-122.47245466
37.72196005,-122.47245759
37.7219128,-122.47247844
37.72178778,-122.47248516
37.72174611,-122.47248148
37.72182829,-122.47245815
37.72180856,-122.47248214
37.72190173,-122.47246712
37.72193451,-122.47244986
37.72196155,-122.47245103
37.72196653,-122.47243846
37.72195926,-122.4724347
37.72196651,-122.47243928
37.72197683,-122.47244272
37.72193564,-122.47244813
37.72186358,-122.47245271
37.72161811,-122.47248327
37.63403948,-122.43853717
37.63372289,-122.43840517
37.63334838,-122.438122
37.63295006,-122.43780399
37.6325814,-122.43748046
37.63219538,-122.43711305
37.63183013,-122.43671891
37.63146022,-122.43627579
37.63108582,-122.43589292
37.63076774,-122.4354805
37.6304278,-122.43506443
37.63011666,-122.43461684
37.6298011,-122.43418136
37.62946073,-122.43380593
37.62911131,-122.43344066
37.62880046,-122.43301009
37.62851618,-122.43269764
37.62818227,-122.43240061
37.62787004,-122.43207674
37.62766127,-122.43168465
37.62751908,-122.43129161
37.62815092,-122.42882339
37.62841414,-122.42846285
37.62866957,-122.42811928
37.62891738,-122.42771138
37.66305868,-122.46530746
37.66353774,-122.4653348
37.66400815,-122.46535076
37.6645174,-122.46534576
37.66506776,-122.46542848
37.66557754,-122.46548088
37.66604411,-122.46550354
37.66653039,-122.46552341
37.66702089,-122.46553958
37.66747531,-122.46556473
37.6679434,-122.46560705
37.66847576,-122.46568568
37.6689666,-122.46577302
37.6694397,-122.46587934
37.66994772,-122.46602383
37.67048824,-122.46620586
37.67094618,-122.46638182
37.67142334,-122.46659558
37.6718829,-122.4668296
37.67234044,-122.46709161
37.67279015,-122.46738171
37.67317467,-122.46766094
37.67340417,-122.46786606
37.67368418,-122.46809896
37.67400733,-122.46838591
37.67434683,-122.46869814
37.67468869,-122.46895977
37.67504933,-122.46918908
37.67551384,-122.46953321
37.67587983,-122.46984284
37.63997967,-122.44200152
37.64041041,-122.44238226
37.64076634,-122.4427536
37.64116187,-122.44312266
37.64156213,-122.44350111
37.64194345,-122.44388282
37.64231612,-122.44429171
37.64267905,-122.44474891
37.64298396,-122.44522111
37.643276,-122.44569113
37.64360044,-122.44620837
37.64386478,-122.44669772
37.64414384,-122.44719461
37.64438054,-122.4477383
37.64473971,-122.44824643
37.64507667,-122.44870568
37.6454968,-122.4491402
37.64589998,-122.44952392
37.64631703,-122.44985398
37.64676203,-122.45019144
37.64715698,-122.45043371
37.64757239,-122.45068514
37.64801063,-122.45097418
37.64841655,-122.4512273
37.64884059,-122.45147881
37.64929563,-122.4517733
37.64971403,-122.45201567
37.65017775,-122.45226793
37.65057149,-122.45251818
37.65100768,-122.45281523
37.63414746,-122.41569295
37.63404026,-122.41622949
37.6339553,-122.41676648
37.63384881,-122.41726905
37.63362385,-122.41774107
37.63343967,-122.41822786
37.63321188,-122.41869792
37.63298356,-122.41920559
37.63277504,-122.41970021
37.63251144,-122.42025043
37.63225811,-122.42079816
37.63200067,-122.42134926
37.63176737,-122.4218852
37.63150198,-122.42241522
37.63124773,-122.4230345
37.63102428,-122.42356408
37.63082965,-122.42413601
37.63061898,-122.42466664
37.63040632,-122.4251095
37.63022248,-122.42567955
37.63004735,-122.42624173
37.62988797,-122.42677849
37.6298027,-122.42734978
37.62972412,-122.42792141
37.62971688,-122.4283688
37.62968742,-122.42900216
37.62962369,-122.42955813
37.62953182,-122.4301096
37.62944706,-122.43056513
37.6293676,-122.43108904
37.62930243,-122.43157791
37.62926023,-122.43208295
37.62923466,-122.43256565
37.62934354,-122.43298968
37.62951414,-122.4333295
37.62970533,-122.43369163
37.62995532,-122.43410817
37.63026359,-122.4345428
37.6305475,-122.43499213
37.63092141,-122.43544214
37.63121866,-122.43584375
37.63157658,-122.43624574
37.63191916,-122.43662335
37.63229958,-122.43700763
37.63273951,-122.4374354
37.63316646,-122.43776761
37.63360586,-122.43810097
37.63403535,-122.43838399
37.63447412,-122.43860158
37.63494038,-122.43881338
37.63541344,-122.43900046
37.63591178,-122.43918013
37.63637576,-122.43939496
37.63689399,-122.43967949
37.63732618,-122.43989797
37.63780045,-122.44020565
37.63823012,-122.44049693
37.63868162,-122.44087772
37.63911512,-122.44124653
37.63954161,-122.44164532
37.6513898,-122.4531051
37.65177611,-122.45344182
37.65214199,-122.45381113
37.65246999,-122.45421707
37.65276556,-122.45458545
37.65312252,-122.45503298
37.6534275,-122.45545582
37.65377385,-122.45586198
37.65411882,-122.45627611
37.6544406,-122.45672791
37.65476067,-122.45718683
37.6551676,-122.45764896
37.65548048,-122.45807366
37.65582335,-122.45856126
37.65622347,-122.45901972
37.65658376,-122.45948342
37.65695391,-122.45995108
37.65734715,-122.46041746
37.65775929,-122.46091405
37.65815608,-122.46137984
37.65854898,-122.46187687
37.65892825,-122.46235713
37.65933789,-122.46286106
37.65975666,-122.46336514
37.66017839,-122.46382121
37.6606111,-122.46425209
37.66106997,-122.46462014
37.66155868,-122.46484077
37.66208267,-122.46504913
37.66259003,-122.46522493
37.67625944,-122.47020128
37.676704,-122.47055331
37.67711195,-122.47086028
37.67753003,-122.47110458
37.67797728,-122.47131992
37.67842035,-122.4714805
37.67899869,-122.47162217
37.67950932,-122.47165536
37.68002375,-122.47159604
37.68049775,-122.47155228
37.6810353,-122.47153371
37.68164683,-122.47153431
37.68223396,-122.47151691
37.68285863,-122.47148245
37.68347322,-122.47143387
37.68405166,-122.47136309
37.68464323,-122.4712955
37.68521286,-122.47123066
37.68581169,-122.47119546
37.68642089,-122.47113983
37.68703686,-122.47102973
37.68763147,-122.47085889
37.68824501,-122.47066014
37.6888254,-122.47044645
37.68939169,-122.47029311
37.68998984,-122.47011077
37.6907237,-122.47013866
37.69129355,-122.47018863
37.69184617,-122.47021154
37.69238555,-122.47021055
37.70752602,-122.46937518
37.70795271,-122.46893459
37.70835125,-122.46851106
37.70874743,-122.46811364
37.70911889,-122.46766178
37.70947686,-122.46718539
37.70971175,-122.46663084
37.70997465,-122.46607203
37.71017526,-122.46543998
37.710317,-122.46476648
37.71038864,-122.46411515
37.71039667,-122.46345331
37.71040122,-122.4627754
37.71042443,-122.46209924
37.71041451,-122.46142059
37.71042463,-122.46077509
37.7104245,-122.46010717
37.71044073,-122.45949159
37.71043971,-122.45881265
37.7104518,-122.45814181
37.71048789,-122.45751257
37.71057938,-122.45683017
37.7107019,-122.45618364
37.71092038,-122.45562154
37.71118095,-122.45503918
37.71145657,-122.45451855
37.71182994,-122.45395153
37.71219011,-122.4534317
37.71258745,-122.45295372
37.7129713,-122.45247402
37.692895,-122.47021577
37.69344395,-122.47025496
37.69396958,-122.47026715
37.69448997,-122.47024035
37.69499856,-122.47028406
37.69549394,-122.47035354
37.69599433,-122.47050321
37.69643665,-122.47065745
37.69685307,-122.47083311
37.69737503,-122.47101943
37.69786955,-122.47114874
37.69840253,-122.47120442
37.69893916,-122.47122793
37.69944357,-122.4712852
37.69993266,-122.47130947
37.70039597,-122.47128677
37.7009581,-122.47141834
37.70151041,-122.47143261
37.70206706,-122.47142399
37.70257019,-122.471363
37.70305883,-122.47131586
37.70355685,-122.47130062
37.70407205,-122.47132176
37.70456218,-122.47118836
37.70505182,-122.47108649
37.70551723,-122.47091676
37.7067352,-122.47017961
37.70712858,-122.46978772
37.7206151,-122.47226119
37.72080097,-122.47225602
37.72089643,-122.47224738
37.72094506,-122.47224333
37.72098144,-122.47222445
37.72103389,-122.47224715
37.72116455,-122.47222154
37.72127918,-122.47221933
37.72141279,-122.47220689
37.72161144,-122.47220366
37.72185021,-122.47223015
37.7220627,-122.47221637
37.72232659,-122.47219212
37.72263553,-122.47215863
37.72291511,-122.47215438
37.72322057,-122.4721492
37.7235311,-122.47215092
37.72380491,-122.47216622
37.72412675,-122.47212197
37.72446273,-122.47207436
37.72480894,-122.47206166
37.7251466,-122.47205496
37.72541741,-122.47205537
37.72569891,-122.47204798
37.72605743,-122.47203804
37.72633275,-122.47203115
37.72664612,-122.47202469
37.726963,-122.47203872
37.72729604,-122.47199878
37.72762815,-122.47200057
37.71054719,-122.47116271
37.71097504,-122.47116674
37.71139491,-122.47116027
37.71180841,-122.47114656
37.71226258,-122.47119434
37.71268712,-122.47122422
37.71304236,-122.47129829
37.71337591,-122.47135187
37.71372347,-122.47144056
37.71403629,-122.47151663
37.71425043,-122.47156202
37.7143977,-122.47162151
37.71453577,-122.47164588
37.71469274,-122.47167276
37.71482229,-122.47171408
37.71498599,-122.47173864
37.71508476,-122.47175962
37.71517426,-122.47176351
37.71524916,-122.47178076
37.71542737,-122.47181861
37.71555325,-122.47183509
37.7156084,-122.47184644
37.71568333,-122.47185999
37.71568261,-122.47185438
37.71570079,-122.47185561
37.71575969,-122.47185356
37.71577248,-122.47186807
37.71579811,-122.47187667
37.71581035,-122.47188334
37.71581376,-122.47188917
37.69543388,-122.4704231
37.69593091,-122.47055543
37.69643389,-122.47076509
37.6969198,-122.47092225
37.69744678,-122.47105161
37.69789583,-122.47113683
37.6983847,-122.47121616
37.69888752,-122.4712306
37.69935453,-122.47122616
37.69982537,-122.47129888
37.70027082,-122.47137397
37.70081187,-122.47141849
37.70136833,-122.47147515
37.70196681,-122.47147215
37.70252393,-122.47148048
37.70308598,-122.47151498
37.70366481,-122.47153772
37.70421165,-122.47153835
37.70472078,-122.47148668
37.70524577,-122.47142303
37.70575359,-122.47136361
37.70624106,-122.47130929
37.70672968,-122.47126256
37.70723033,-122.47122441
37.70770922,-122.47118236
37.70820978,-122.47112364
37.70868809,-122.47115137
37.70914936,-122.47115028
37.70961693,-122.47114515
37.71009107,-122.47114346
37.67511875,-122.46079254
37.6750991,-122.46085615
37.6750777,-122.46089993
37.67506517,-122.46093083
37.67503159,-122.46099133
37.67494893,-122.46113473
37.6748055,-122.4613759
37.6745443,-122.46173943
37.67428348,-122.46208284
37.67408238,-122.46234626
37.67389281,-122.462619
37.67365231,-122.4629043
37.67347706,-122.4631811
37.673327,-122.46339027
37.67332537,-122.46338095
37.67325696,-122.46346368
37.67321529,-122.46349071
37.67306401,-122.46365474
37.67292115,-122.4637764
37.67290584,-122.4637866
37.67287924,-122.46381193
37.67286605,-122.46380532
37.67285428,-122.46382132
37.67279925,-122.46387119
37.67265087,-122.46396651
37.67248996,-122.46403263
37.67229597,-122.46406082
37.67218664,-122.46402442
37.67204395,-122.46402668
37.67193605,-122.46398882
37.71581789,-122.47189254
37.71583704,-122.47189786
37.71585877,-122.47190453
37.71587983,-122.47191067
37.71588455,-122.47191207
37.71589788,-122.47191599
37.71589414,-122.47191774
37.71588406,-122.47191936
37.71584818,-122.47191493
37.71565828,-122.47186801
37.71586372,-122.47192162
37.71599199,-122.47196907
37.71607631,-122.47195896
37.71638627,-122.47212393
37.71657662,-122.47219679
37.71677601,-122.47224851
37.71700559,-122.47230334
37.71723164,-122.47235538
37.7174449,-122.47238631
37.71769138,-122.4724064
37.7179515,-122.47239485
37.71824885,-122.47238863
37.71853559,-122.47239499
37.71883075,-122.47237582
37.71911671,-122.47236075
37.71945237,-122.47230571
37.71971763,-122.47229704
37.71997339,-122.47228266
37.72022348,-122.47226913
37.72043348,-122.47226785
37.67168401,-122.46651771
37.67170494,-122.4665446
37.67177661,-122.46660881
37.67186098,-122.46668959
37.672013,-122.46682488
37.67211575,-122.46691149
37.67236759,-122.46704749
37.67247998,-122.46711007
37.67259373,-122.46722362
37.67270048,-122.46731592
37.67279272,-122.46738127
37.67287429,-122.4674181
37.67298463,-122.46748442
37.6731179,-122.46759621
37.67325876,-122.46773832
37.6734824,-122.46793119
37.67368797,-122.46814241
37.67389929,-122.46834114
37.67425679,-122.46863075
37.67453126,-122.46889003
37.67491373,-122.46927034
37.67537036,-122.46971433
37.67579395,-122.47005848
37.67618874,-122.47036374
37.6766929,-122.47074555
37.67714763,-122.47102659
37.67752377,-122.47126102
37.67794987,-122.47144554
37.67841226,-122.47159238
37.67895041,-122.47160358
37.67078218,-122.46532063
37.67078753,-122.46540103
37.67079722,-122.46548091
37.6708124,-122.46557081
37.67084383,-122.46573666
37.67087595,-122.46583481
37.67093952,-122.46587659
37.67100732,-122.4659317
37.67106488,-122.46598609
37.67113906,-122.46600581
37.67119012,-122.46604383
37.671238,-122.46607997
37.67128676,-122.46611405
37.67133259,-122.46614186
37.67136018,-122.46615498
37.67137052,-122.46615576
37.6713948,-122.46616686
37.67143344,-122.46618719
37.67146373,-122.46620566
37.67146317,-122.46621842
37.67146645,-122.46623202
37.67147676,-122.46624365
37.67151212,-122.46627792
37.67156363,-122.46632895
37.67158888,-122.4663724
37.67160658,-122.46640228
37.67160117,-122.46641104
37.67159835,-122.46642385
37.67164312,-122.46647004
37.67167317,-122.46649952
37.67184708,-122.46399393
37.67171887,-122.46396249
37.67160604,-122.4639934
37.67146532,-122.46397462
37.67143212,-122.46396713
37.67134652,-122.46396024
37.67132637,-122.46392769
37.6712647,-122.4639328
37.67120607,-122.46397869
37.67105433,-122.46404857
